Activity UUID_Product UUID,Activity Name,Geography,Reference Product Name,lca_geo
0171212e-471f-5b15-8af7-e285cd36f9d9_bee6c0d2-4d78-4d50-9574-f9d15cb565a7,"market for residues, MSWI, waste emulsion paint",Europe without Switzerland,"residues, MSWI, waste emulsion paint",europe without switzerland
db5f0675-bb40-51ef-a058-9b584eb60381_bee6c0d2-4d78-4d50-9574-f9d15cb565a7,"market for residues, MSWI, waste emulsion paint",RoW,"residues, MSWI, waste emulsion paint",row
f198ac04-5c17-581e-a2d9-ad58dc2fcbd9_1265b4f7-5e2d-5019-a447-f0db528f529f,"market for residues, MSWI, waste expanded polystyrene",GLO,"residues, MSWI, waste expanded polystyrene",glo
b280b31f-c3ec-5c9c-8355-90a76e9dbfbe_12c7fa40-a825-577d-9a9e-934ebedc7658,"market for residues, MSWI, waste graphical paper",GLO,"residues, MSWI, waste graphical paper",glo
8375bf63-1c25-5a73-accf-937744896d27_926c88f1-e387-5325-94cd-3f4227226ea8,"market for residues, MSWI, waste newspaper",GLO,"residues, MSWI, waste newspaper",glo
e0de69f7-6aec-5e3a-a23b-eecea1c3a13d_e83693fc-755b-529e-88d1-59ff39a2835e,"market for residues, MSWI, waste packaging paper",GLO,"residues, MSWI, waste packaging paper",glo
7a5f7ad1-7292-5c51-872e-07e77fc63003_802dc93d-abaf-41b9-969e-5d3a870a404d,"market for residues, MSWI, waste paint",Europe without Switzerland,"residues, MSWI, waste paint",europe without switzerland
0ec00da4-0475-5add-b09c-78bf082b207b_802dc93d-abaf-41b9-969e-5d3a870a404d,"market for residues, MSWI, waste paint",RoW,"residues, MSWI, waste paint",row
1b5ae87a-3d6f-50de-8fa9-193b8c5fa299_8e45ebcf-6974-52dd-b9c6-d3adda4dde98,"market for residues, MSWI, waste paperboard",GLO,"residues, MSWI, waste paperboard",glo
10b780ed-2f3c-5589-976b-16726464123e_74fd4a53-e19f-4811-ad8b-02ad7a23d2f6,"market for residues, MSWI, waste plastic, consumer electronics",GLO,"residues, MSWI, waste plastic, consumer electronics",glo
a4ae09a3-d40d-5d0c-9924-55f16ec428e0_5fc3cacd-a696-40e9-ac81-1f89530b8ec6,"market for residues, MSWI, waste plastic, industrial electronics",GLO,"residues, MSWI, waste plastic, industrial electronics",glo
79d169d7-c239-5e20-8010-1c3b5af78139_e37f6ef1-cf7a-5ddf-9ef3-9e489a872910,"market for residues, MSWI, waste plastic, mixture",GLO,"residues, MSWI, waste plastic, mixture",glo
ac96a1c2-f037-5dcf-887f-772d59d7dd3a_f81d2bf4-7e72-5f4f-b5a7-da8531c58f25,"market for residues, MSWI, waste polyethylene",GLO,"residues, MSWI, waste polyethylene",glo
f4106896-e216-5431-9db3-0782348d5fbd_942d596a-dd4a-524b-9d33-55a68dd4fbf7,"market for residues, MSWI, waste polyethylene terephthalate",GLO,"residues, MSWI, waste polyethylene terephthalate",glo
a4753f43-4fb5-5d23-b7c5-a1326cb50d16_df4ccdde-4411-53a8-b70b-96adb93f2886,"market for residues, MSWI, waste polypropylene",GLO,"residues, MSWI, waste polypropylene",glo
b4fcfcbd-e60a-519d-9b7d-7702b1cc490b_b6df82a7-c99c-5ae5-9c8e-bd6c4682ab79,"market for residues, MSWI, waste polystyrene",GLO,"residues, MSWI, waste polystyrene",glo
11265f39-18cf-5234-919d-e7d032e14faa_9eb8fdde-a74e-4410-acbe-4f8eb0667873,"market for residues, MSWI, waste polyurethane",GLO,"residues, MSWI, waste polyurethane",glo
fbd50e43-92cc-55cf-825c-37176995103c_cd497cda-9eee-4de7-8a60-0d9fcedd97f5,"market for residues, MSWI, waste polyvinylchloride",GLO,"residues, MSWI, waste polyvinylchloride",glo
ecdf3ab7-fdf3-5d93-9956-fe94fad47c44_3073fc0a-4ccd-40bf-a8e9-b915e6cc5025,"market for residues, MSWI, waste polyvinylfluoride",GLO,"residues, MSWI, waste polyvinylfluoride",glo
0d15f321-2521-5402-828a-306503db0101_519eee2d-676d-5777-98af-97c0ecaee904,"market for residues, MSWI, waste rubber, unspecified",Europe without Switzerland,"residues, MSWI, waste rubber, unspecified",europe without switzerland
18f0549a-8180-5fca-beab-1945730fe9c2_519eee2d-676d-5777-98af-97c0ecaee904,"market for residues, MSWI, waste rubber, unspecified",RoW,"residues, MSWI, waste rubber, unspecified",row
b843d8c2-7502-5824-a939-9e5cf672e16c_2125b3f9-2d5a-42fd-bc29-844d5ad3d055,"market for residues, MSWI, waste sealing sheet, polyethylene",GLO,"residues, MSWI, waste sealing sheet, polyethylene",glo
81799137-b67c-5c57-b689-4ccb4afe4863_3a4c216e-e53b-4eea-8598-f11baef8de76,"market for residues, MSWI, waste sealing sheet, polyvinylchloride",GLO,"residues, MSWI, waste sealing sheet, polyvinylchloride",glo
7655ffa9-7a6a-5373-aad4-592c3284641a_1b4b3302-09eb-52e8-b609-d9cecd931f46,"market for residues, MSWI, waste textile, soiled",GLO,"residues, MSWI, waste textile, soiled",glo
ae4fa5ab-21c9-5d15-ac59-8fc9c377c0e4_55f58409-d2d6-43de-ba52-222cfa84ba55,"market for residues, MSWI, waste vapour barrier, flame-retarded",GLO,"residues, MSWI, waste vapour barrier, flame-retarded",glo
93e84cd9-28a9-5674-9e2e-0aef201803fe_52655592-543e-4299-a8f7-c776fafbfb60,"market for residues, MSWI, waste wire plastic",GLO,"residues, MSWI, waste wire plastic",glo
d93d2a5e-dbbb-50c1-a0f4-6bf1118e8aec_364975d6-2d21-43fa-9292-b4fdae9a141b,"market for residues, MSWI, waste wood pole, chrome preserved",GLO,"residues, MSWI, waste wood pole, chrome preserved",glo
4b5c705f-6c5c-5cc6-a47c-f34534c27270_7ddde2ae-3e63-44cc-867a-03c67e167b39,"market for residues, MSWI, waste wood, untreated",GLO,"residues, MSWI, waste wood, untreated",glo
b79cc587-9097-5802-96bd-288c1046ba2f_4d6ea39a-730e-4025-b151-bc2cfd4ffc65,"market for residues, MSWI, zinc in car shredder residue",GLO,"residues, MSWI, zinc in car shredder residue",glo
d2c3e124-c94b-538f-9e81-1107e84385d4_c2856455-7d0f-4819-a471-7a1961750924,"market for residues, MSWI-WWT, WW from CRT production",GLO,"residues, MSWI-WWT, WW from CRT production",glo
0a2dac3e-6cf1-5c23-a18a-1998f7bd6e90_db0c4b8c-2b20-4c29-af86-30b8ee8d4f1b,"market for residues, MSWI-WWT, WW from GGBFS production",RoW,"residues, MSWI-WWT, WW from GGBFS production",row
0b21cc75-c5c9-56f3-8edc-f0ebfc081cfb_e688f4ba-74a6-4129-bebb-ffb9c207f747,"market for residues, MSWI-WWT, WW from LCD backlight production",GLO,"residues, MSWI-WWT, WW from LCD backlight production",glo
3e62c514-5cc5-5d49-8f69-197efb7d286b_ef7d0266-6098-4da8-be60-5c3f0abcebfe,"market for residues, MSWI-WWT, WW from LCD production",GLO,"residues, MSWI-WWT, WW from LCD production",glo
183cbf49-84a0-598a-b0a9-bd97ac9d442d_e184c430-73ee-44be-958d-de816267bbc7,"market for residues, MSWI-WWT, WW from PV cell production",GLO,"residues, MSWI-WWT, WW from PV cell production",glo
a18ff399-55c9-5c95-bfcf-7c651b9ce437_5f8d3599-7ede-4cc8-8677-84ff7e9c8097,"market for residues, MSWI-WWT, WW from ammonium paratungstate production",RoW,"residues, MSWI-WWT, WW from ammonium paratungstate production",row
57cf9bc6-2c08-5316-85e3-c8af1663cbfc_9c756de2-a3e7-4d25-b0ac-92e6c8f0cb37,"market for residues, MSWI-WWT, WW from black chrome coating",GLO,"residues, MSWI-WWT, WW from black chrome coating",glo
4af6f440-d6d3-5a96-a9e2-9f775af0f82a_6afee328-e4bc-4970-81f8-345db985c604,"market for residues, MSWI-WWT, WW from ceramic production",GLO,"residues, MSWI-WWT, WW from ceramic production",glo
d306d681-7e27-5d43-9b6a-70f0bd48b835_ae041a3b-6d81-423f-856e-1ac7d14824c2,"market for residues, MSWI-WWT, WW from concrete production",GLO,"residues, MSWI-WWT, WW from concrete production",glo
e747da30-afdb-53eb-b5dd-23e671e04a20_ca91ff54-b856-4ee4-98b2-246fa9bb3630,"market for residues, MSWI-WWT, WW from glass production",GLO,"residues, MSWI-WWT, WW from glass production",glo
4a087765-0109-5daa-b74e-c4ba36ece33d_11440f4a-f969-4c67-9adf-95faa780f98b,"market for residues, MSWI-WWT, WW from grass refinery",GLO,"residues, MSWI-WWT, WW from grass refinery",glo
3bdd0d75-b1fd-5755-b8a3-eaece3d3021f_ab8565b5-7fdf-4e44-ad0f-09a8c379d996,"market for residues, MSWI-WWT, WW from hard fibreboard production",RoW,"residues, MSWI-WWT, WW from hard fibreboard production",row
5fa36c61-deb0-56d1-8468-aeb181dfea3f_ab8565b5-7fdf-4e44-ad0f-09a8c379d996,"market for residues, MSWI-WWT, WW from hard fibreboard production",RER,"residues, MSWI-WWT, WW from hard fibreboard production",rer
96974f3f-bc77-5d91-b7d0-e47ea375beec_91cc5210-1d33-4a8d-beda-c8ab7b0d00f9,"market for residues, MSWI-WWT, WW from liquid crystal production",GLO,"residues, MSWI-WWT, WW from liquid crystal production",glo
c189666d-274d-5fc3-b36e-e509ef18fe90_98b48ff2-2200-4b08-9dec-9c7c0e3585bc,"market for residues, MSWI-WWT, WW from maize starch production",GLO,"residues, MSWI-WWT, WW from maize starch production",glo
0e3cc610-0af8-53bb-856d-77d5a17d49d9_97738334-9717-482e-a2f6-ef77edf6e494,"market for residues, MSWI-WWT, WW from medium density board production",RoW,"residues, MSWI-WWT, WW from medium density board production",row
146598f7-08e9-5008-94b6-b88152bc98b7_97738334-9717-482e-a2f6-ef77edf6e494,"market for residues, MSWI-WWT, WW from medium density board production",RER,"residues, MSWI-WWT, WW from medium density board production",rer
4e5b57aa-3d17-50bc-a57b-eb9d855aa2a7_799b35ec-f102-4172-ba8a-477376eb46b4,"market for residues, MSWI-WWT, WW from particle board production",RoW,"residues, MSWI-WWT, WW from particle board production",row
1866a9da-2541-5108-be24-d2ba52a2c0f6_799b35ec-f102-4172-ba8a-477376eb46b4,"market for residues, MSWI-WWT, WW from particle board production",RER,"residues, MSWI-WWT, WW from particle board production",rer
da659212-27dd-5b44-8641-1da11db47a67_9c76a11f-ac9b-4931-ad1d-82463634fe89,"market for residues, MSWI-WWT, WW from pig iron production",Europe without Switzerland,"residues, MSWI-WWT, WW from pig iron production",europe without switzerland
694955b2-acab-549e-8ff8-75c19b6ea542_9c76a11f-ac9b-4931-ad1d-82463634fe89,"market for residues, MSWI-WWT, WW from pig iron production",RoW,"residues, MSWI-WWT, WW from pig iron production",row
2be0e1b3-2cf7-54a4-a017-3c092d16a7e8_a8fac523-b21a-49f4-96d2-a4a8502beb3f,"market for residues, MSWI-WWT, WW from plywood production",GLO,"residues, MSWI-WWT, WW from plywood production",glo
62a8581a-2b11-5ceb-9f56-cf603396e6b7_231abcc5-1fdd-4f77-bf31-4ebfda36cadb,"market for residues, MSWI-WWT, WW from potato starch production",GLO,"residues, MSWI-WWT, WW from potato starch production",glo
7e0016c3-c5e4-58e3-9233-e138d096a844_2ca7a4e8-2399-4955-96e3-e56f2c6a17ab,"market for residues, MSWI-WWT, WW from soft fibreboard production",GLO,"residues, MSWI-WWT, WW from soft fibreboard production",glo
4debde31-cd93-521a-9bfa-afd7b4a53bd1_024ff1d7-c527-4088-bd3c-69d62de693c0,"market for residues, MSWI-WWT, WW from tube collector production",GLO,"residues, MSWI-WWT, WW from tube collector production",glo
2ec53d83-9aef-5755-87a8-b2575a6f251e_bfe0c53f-d766-4151-8d61-28468697091a,"market for residues, MSWI-WWT, WW from vegetable oil refinery",GLO,"residues, MSWI-WWT, WW from vegetable oil refinery",glo
24f539c7-2430-5e13-8203-0678455bd81c_732f5928-1c77-4cfe-bf80-0382c65ede70,"market for residues, MSWI-WWT, WW from wafer fabrication",GLO,"residues, MSWI-WWT, WW from wafer fabrication",glo
fd13e07b-2764-5531-94a2-40565ac86b0f_8c141c2c-4da1-4522-a67b-ec981572e89d,"market for residues, MSWI-WWT, WW, average",Europe without Switzerland,"residues, MSWI-WWT, WW, average",europe without switzerland
c838a726-32d2-577c-85d7-7109f8bc75dd_8c141c2c-4da1-4522-a67b-ec981572e89d,"market for residues, MSWI-WWT, WW, average",RoW,"residues, MSWI-WWT, WW, average",row
5a4bc060-adf7-59b5-90d8-2c74a3a819ca_84daba9c-d35a-4162-84be-d9acc9b36da6,"market for residues, MSWI-WWT, condensate from light oil boiler",GLO,"residues, MSWI-WWT, condensate from light oil boiler",glo
85d0ef42-0045-59a7-887c-2b28923dc65b_951d5f1c-9f1f-4b3f-bdfe-a0a4986f73c5,"market for residues, MSWI-WWT, heat carrier liquid, 40% C3H8O2",GLO,"residues, MSWI-WWT, heat carrier liquid, 40% C3H8O2",glo
fb51c542-b42f-5be9-9059-e11127f0ed8e_9bf93431-5120-48f7-bd4a-350396f1cec6,"market for residues, MSWI-WWT, rainwater mineral oil storage",Europe without Switzerland,"residues, MSWI-WWT, rainwater mineral oil storage",europe without switzerland
d159db61-f238-5598-b301-c9323615f2fe_9bf93431-5120-48f7-bd4a-350396f1cec6,"market for residues, MSWI-WWT, rainwater mineral oil storage",RoW,"residues, MSWI-WWT, rainwater mineral oil storage",row
43c2c047-c868-5492-a937-98821a14358f_337df1c3-ec50-4922-acd6-21cbe66ea83c,"market for residues, MSWI-WWT-SLF, hard coal ash",GLO,"residues, MSWI-WWT-SLF, hard coal ash",glo
1e28f65a-e61d-525f-abb5-09082b3aa7af_862b0018-a785-4e62-81e6-6bb4bc69ada7,"market for residues, MSWI-WWT-SLF, inert waste",RoW,"residues, MSWI-WWT-SLF, inert waste",row
aedbfdc7-2573-53b1-86ad-f632a3069eaa_862b0018-a785-4e62-81e6-6bb4bc69ada7,"market for residues, MSWI-WWT-SLF, inert waste",RER,"residues, MSWI-WWT-SLF, inert waste",rer
1a13944b-b887-591c-bbcf-805616a76b41_9952d0f0-c905-4572-8ee1-3e7816017205,"market for residues, MSWI-WWT-SLF, lignite ash",GLO,"residues, MSWI-WWT-SLF, lignite ash",glo
d9c88406-9ca8-5f1b-b2c6-b938e9adb2c4_cacf48e2-d0a6-58ec-a5a1-6f73c12871f3,"market for residues, MSWI-WWT-SLF, municipal solid waste",GLO,"residues, MSWI-WWT-SLF, municipal solid waste",glo
e2d64f0d-16c8-5450-a757-951dacf5b38a_3d0fde1d-f785-4b79-9638-b4f23b8beeac,"market for residues, MSWI-WWT-SLF, refinery sludge",Europe without Switzerland,"residues, MSWI-WWT-SLF, refinery sludge",europe without switzerland
8c3be800-9be0-5d85-a686-ab3b0f37a0ec_3d0fde1d-f785-4b79-9638-b4f23b8beeac,"market for residues, MSWI-WWT-SLF, refinery sludge",RoW,"residues, MSWI-WWT-SLF, refinery sludge",row
04c1aca0-3330-5569-a0e7-bb546b266cc7_7a4eb068-62a9-4041-9cde-7946c842f02f,"market for residues, MSWI-WWT-SLF, residue from cooling tower",GLO,"residues, MSWI-WWT-SLF, residue from cooling tower",glo
ce5cb5b9-4852-5987-b99e-3bbfb39703c4_ab1fe398-3cf4-4887-a522-8080878a3c59,"market for residues, MSWI-WWT-SLF, scrap tin sheet",GLO,"residues, MSWI-WWT-SLF, scrap tin sheet",glo
41b6a2e7-e5c7-5496-9c44-412f104a0391_66daea80-e64b-4b3f-a4de-ac3c7f589968,"market for residues, MSWI-WWT-SLF, sludge from pulp and paper production",Europe without Switzerland,"residues, MSWI-WWT-SLF, sludge from pulp and paper production",europe without switzerland
fd9556f4-9616-56a3-b3b8-c5f86b5c49d6_66daea80-e64b-4b3f-a4de-ac3c7f589968,"market for residues, MSWI-WWT-SLF, sludge from pulp and paper production",RoW,"residues, MSWI-WWT-SLF, sludge from pulp and paper production",row
72c7a827-cb1e-523d-bbfc-b18ae22b1ab7_e9993228-c994-5389-8679-3e69992dd8d3,"market for residues, MSWI-WWT-SLF, waste aluminium",GLO,"residues, MSWI-WWT-SLF, waste aluminium",glo
e8fb177b-5864-56ff-82cf-d6498cdf8f33_cbfe2dff-aea7-4a2f-b246-f0ae0b58c7e0,"market for residues, MSWI-WWT-SLF, waste asphalt",GLO,"residues, MSWI-WWT-SLF, waste asphalt",glo
da854a28-c3b0-5d1f-ad54-4d5ad54bba1a_f017f56e-6e72-4769-8c81-51ea6f8d5b83,"market for residues, MSWI-WWT-SLF, waste bitumen",Europe without Switzerland,"residues, MSWI-WWT-SLF, waste bitumen",europe without switzerland
b4a0b68c-e358-5565-be97-13a1be09d122_f017f56e-6e72-4769-8c81-51ea6f8d5b83,"market for residues, MSWI-WWT-SLF, waste bitumen",RoW,"residues, MSWI-WWT-SLF, waste bitumen",row
a4abbe63-bef1-52b7-aee0-6b37874ebc72_ccdae9eb-4136-4b19-a3d5-e5d0a9f042a6,"market for residues, MSWI-WWT-SLF, waste emulsion paint",Europe without Switzerland,"residues, MSWI-WWT-SLF, waste emulsion paint",europe without switzerland
ec3b8957-3ace-5e93-a1db-f8bd6167f57a_ccdae9eb-4136-4b19-a3d5-e5d0a9f042a6,"market for residues, MSWI-WWT-SLF, waste emulsion paint",RoW,"residues, MSWI-WWT-SLF, waste emulsion paint",row
2d6b0eb4-c32f-55d9-8ae5-cbc370bdd139_f3e8001e-1521-5ca2-8415-756ead0f58fd,"market for residues, MSWI-WWT-SLF, waste glass",GLO,"residues, MSWI-WWT-SLF, waste glass",glo
dd8ad47d-fa33-5845-9f62-9172f9f2eda6_5d5c3212-81ff-57fc-b4a5-5f918752acf2,"market for residues, MSWI-WWT-SLF, waste graphical paper",GLO,"residues, MSWI-WWT-SLF, waste graphical paper",glo
e743a6f5-445b-5b52-a9f5-6da3163ae7a3_0eecc44d-b33e-448d-a6c6-aef49bd888d9,"market for residues, MSWI-WWT-SLF, waste gypsum",Europe without Switzerland,"residues, MSWI-WWT-SLF, waste gypsum",europe without switzerland
84cb9f18-6399-50e7-9430-e17d0be9ff1c_0eecc44d-b33e-448d-a6c6-aef49bd888d9,"market for residues, MSWI-WWT-SLF, waste gypsum",RoW,"residues, MSWI-WWT-SLF, waste gypsum",row
b2299142-6a62-580d-85ee-0d64d2910d78_d4ec03d8-b00c-5b52-8148-f7af8ef72bd0,"market for residues, MSWI-WWT-SLF, waste packaging paper",GLO,"residues, MSWI-WWT-SLF, waste packaging paper",glo
1a469010-2be0-5540-8bb3-bd10aec08bea_c3923986-d172-4d91-b328-0c27d3f6b78c,"market for residues, MSWI-WWT-SLF, waste paint",Europe without Switzerland,"residues, MSWI-WWT-SLF, waste paint",europe without switzerland
dcd793e1-a20d-53a9-929b-4507b3db97c1_c3923986-d172-4d91-b328-0c27d3f6b78c,"market for residues, MSWI-WWT-SLF, waste paint",RoW,"residues, MSWI-WWT-SLF, waste paint",row
e06df1f8-ac05-575b-9617-702077c44f0b_14622b83-1849-5cb0-ac7d-271b8b038751,"market for residues, MSWI-WWT-SLF, waste paperboard",GLO,"residues, MSWI-WWT-SLF, waste paperboard",glo
96194dc2-ed87-56cf-9894-ab8c0df04668_696ee1d7-71aa-4e05-af22-d8ca9d16a688,"market for residues, MSWI-WWT-SLF, waste plastic plaster",GLO,"residues, MSWI-WWT-SLF, waste plastic plaster",glo
715c74ae-987f-536e-8691-b13e584be8ec_fdc57375-7395-58fe-82b9-3522965af7c6,"market for residues, MSWI-WWT-SLF, waste plastic, mixture",GLO,"residues, MSWI-WWT-SLF, waste plastic, mixture",glo
bed3fcf2-cfaa-5b75-b22a-7554c39edbed_e6c9962f-6765-5137-ae79-10a1b7ac9911,"market for residues, MSWI-WWT-SLF, waste polyethylene",GLO,"residues, MSWI-WWT-SLF, waste polyethylene",glo
167da471-74da-52c0-9e5e-81722934bbfd_a149b9ec-f4f7-507f-b482-e64f4bc86c50,"market for residues, MSWI-WWT-SLF, waste polyethylene terephthalate",GLO,"residues, MSWI-WWT-SLF, waste polyethylene terephthalate",glo
7fde8653-b453-588b-a770-dd1e8400d135_5184cb01-d825-5c5e-af27-748e2bb7510e,"market for residues, MSWI-WWT-SLF, waste polypropylene",GLO,"residues, MSWI-WWT-SLF, waste polypropylene",glo
9de7e752-1b18-5c8f-885a-777ce1c8d26c_04744885-21a7-5bc4-acbd-1e170eb43d1f,"market for residues, MSWI-WWT-SLF, waste polystyrene",GLO,"residues, MSWI-WWT-SLF, waste polystyrene",glo
c2417995-822b-5d08-91f0-94d1a2e769d2_a8a01f52-353e-458c-8250-b31f6c7cfe7b,"market for residues, MSWI-WWT-SLF, waste polyurethane",GLO,"residues, MSWI-WWT-SLF, waste polyurethane",glo
27fc3a6a-4cff-51e0-af16-0669404f4604_fe32ce21-6685-42c9-b06b-df34c185736b,"market for residues, MSWI-WWT-SLF, waste polyvinylchloride",GLO,"residues, MSWI-WWT-SLF, waste polyvinylchloride",glo
22df8932-102d-5d0e-84ed-7f4e4feec189_03c4df64-1b48-4e2e-801d-ff79ba824447,"market for residues, MSWI-WWT-SLF, waste wood, untreated",GLO,"residues, MSWI-WWT-SLF, waste wood, untreated",glo
0c83e8c3-90ac-5b66-8146-7879cfb7ec04_9e11695a-4036-46b2-8308-66e43ce7fa2c,"market for residues, MSWI-WWT-SLF, wood ash mixture, pure",Europe without Switzerland,"residues, MSWI-WWT-SLF, wood ash mixture, pure",europe without switzerland
c971b854-4375-55c9-944b-acc70f617b7b_9e11695a-4036-46b2-8308-66e43ce7fa2c,"market for residues, MSWI-WWT-SLF, wood ash mixture, pure",RoW,"residues, MSWI-WWT-SLF, wood ash mixture, pure",row
1e27f8a2-9c8f-5de5-93f3-4605b6269120_7ae2c977-a4d4-4819-9e80-3ec2304afe21,"market for residues, MSWI-WWT-SLF[W], waste plastic, consumer electronics",GLO,"residues, MSWI-WWT-SLF[W], waste plastic, consumer electronics",glo
b2de2900-060c-572c-8aa6-bf878c1e652b_ffb93e1a-1bd3-4020-8d66-5b04712cf023,"market for residues, MSWI-WWT[R], WW from anaerobic digestion of whey",GLO,"residues, MSWI-WWT[R], WW from anaerobic digestion of whey",glo
90985acc-703e-59ab-b448-b0e7408e6e30_4c7400c8-a196-424a-b292-5d6a177b5a24,"market for residues, MSWI-WWT[U], WW from lorry production",GLO,"residues, MSWI-WWT[U], WW from lorry production",glo
abc64668-508d-5a99-aaa0-8be8b70c03be_b6879da1-2a6b-405b-bebd-313029519334,"market for residues, MSWI[F], aluminium in car shredder residue",CH,"residues, MSWI[F], aluminium in car shredder residue",ch
d26dcf9d-bcd2-536c-bba5-8939290d3d47_b4175f9c-fea9-5edb-9f9f-4a9fdc503380,"market for residues, MSWI[F], biowaste",CH,"residues, MSWI[F], biowaste",ch
